Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,Northing-NZ,Easting-NZ,x_nztm,y_nztm
8.43,1.75,4.82,3.44,6.0,6.0,-38.0,610.0,130.0,-45.6212,167.4939,5495452.0,2080784.0,1170752.0,4933454.0
8.43,1.75,4.82,3.44,6.0,6.0,-31.0,610.0,130.0,-45.6648,167.5586,5490953.0,2086147.0,1176132.0,4928954.0
8.42,1.75,4.81,3.44,6.0,6.0,-23.0,610.0,130.0,-45.7146,167.6328,5485811.0,2092275.0,1182280.0,4923812.0
8.42,1.75,4.81,3.44,6.0,6.0,-16.0,610.0,130.0,-45.7582,167.6978,5481312.0,2097638.0,1187659.0,4919313.0
8.41,1.75,4.81,3.44,6.0,6.0,-8.0,610.0,130.0,-45.8079,167.7722,5476169.0,2103766.0,1193807.0,4914172.0
8.41,1.75,4.81,3.44,6.0,6.0,-1.0,610.0,130.0,-45.8513,167.8374,5471670.0,2109128.0,1199186.0,4909674.0
8.41,1.75,4.81,3.44,6.0,6.0,7.0,610.0,130.0,-45.901,167.912,5466528.0,2115256.0,1205333.0,4904534.0
8.41,1.75,4.81,3.44,6.0,6.0,14.0,610.0,130.0,-45.9443,167.9774,5462028.0,2120619.0,1210712.0,4900037.0
8.41,1.75,4.81,3.44,6.0,6.0,22.0,610.0,130.0,-45.9939,168.0523,5456886.0,2126747.0,1216860.0,4894898.0
8.41,1.75,4.81,3.44,6.0,6.0,29.0,610.0,130.0,-46.0372,168.118,5452386.0,2132110.0,1222238.0,4890402.0
8.41,1.75,4.81,3.44,6.0,6.0,37.0,610.0,130.0,-46.0866,168.1931,5447244.0,2138238.0,1228385.0,4885265.0
8.41,1.75,4.81,3.44,6.0,6.0,44.0,610.0,130.0,-46.1298,168.259,5442744.0,2143600.0,1233764.0,4880769.0
8.41,1.75,4.81,3.44,6.0,6.0,51.0,610.0,130.0,-46.173,168.325,5438244.0,2148962.0,1239142.0,4876275.0
8.41,1.75,4.81,3.44,6.0,6.0,59.0,610.0,130.0,-46.2223,168.4005,5433102.0,2155091.0,1245289.0,4871138.0
8.41,1.75,4.81,3.44,6.0,6.0,66.0,610.0,130.0,-46.2654,168.4667,5428603.0,2160453.0,1250667.0,4866645.0
8.41,1.75,4.81,3.44,6.0,6.0,73.0,610.0,130.0,-46.3085,168.5329,5424104.0,2165816.0,1256045.0,4862151.0
8.41,1.75,4.81,3.44,6.0,6.0,84.0,610.0,130.0,-46.3761,168.6373,5417032.0,2174242.0,1264496.0,4855091.0
8.41,1.75,4.81,3.44,6.0,6.0,95.0,610.0,130.0,-46.4435,168.742,5409962.0,2182668.0,1272947.0,4848032.0
8.41,1.75,4.81,3.44,6.0,6.0,106.0,610.0,130.0,-46.5109,168.8468,5402892.0,2191095.0,1281398.0,4840974.0
8.41,1.75,4.81,3.44,6.0,6.0,117.0,610.0,130.0,-46.5782,168.952,5395821.0,2199522.0,1289848.0,4833917.0
8.41,1.75,4.81,3.44,6.0,6.0,144.0,610.0,130.0,-46.743,169.2112,5378466.0,2220204.0,1310587.0,4816600.0
8.41,1.75,4.81,3.44,6.0,6.0,170.0,610.0,130.0,-46.901,169.4622,5361753.0,2240122.0,1330557.0,4799931.0
8.41,1.75,4.81,3.44,6.0,6.0,200.0,610.0,130.0,-47.0827,169.7538,5342469.0,2263103.0,1353596.0,4780704.0
8.41,1.75,4.81,3.44,6.0,6.0,250.0,610.0,130.0,-47.3838,170.244,5310330.0,2301405.0,1391986.0,4748677.0
8.41,1.75,4.81,3.44,6.0,6.0,300.0,610.0,130.0,-47.6826,170.7396,5278190.0,2339708.0,1430365.0,4716673.0
8.41,1.75,4.81,3.44,6.0,6.0,350.0,610.0,130.0,-47.9792,171.2408,5246052.0,2378010.0,1468722.0,4684690.0
8.41,1.73,4.86,3.44,6.0,6.0,1200.0,610.0,130.0,-52.6402,180.586,4699682.0,3029148.0,2112953.0,4140843.0
8.43,1.73,4.87,3.44,6.0,6.0,-1200.0,632.0,130.0,-38.0776,157.9017,6225519.0,1176500.0,272186.0,5676457.0
8.39,1.73,4.85,3.44,6.0,6.0,-540.0,632.0,130.0,-42.5389,162.9065,5801280.0,1682089.0,770790.0,5240928.0
8.38,1.73,4.84,3.43,6.0,6.0,-400.0,632.0,130.0,-43.4551,164.0817,5711289.0,1789335.0,878303.0,5150037.0
8.37,1.73,4.84,3.43,6.0,6.0,-300.0,632.0,130.0,-44.1018,164.9444,5647010.0,1865940.0,955171.0,5085351.0
8.36,1.73,4.83,3.43,6.0,6.0,-200.0,632.0,130.0,-44.7418,165.8265,5582732.0,1942544.0,1032059.0,5020823.0
8.36,1.74,4.8,3.43,6.0,6.0,-151.0,632.0,130.0,-45.0529,166.266,5551235.0,1980080.0,1069733.0,4989248.0
8.37,1.74,4.81,3.43,6.0,6.0,-136.0,632.0,130.0,-45.1478,166.4015,5541593.0,1991571.0,1081266.0,4979589.0
8.39,1.75,4.79,3.44,6.0,6.0,-121.0,632.0,130.0,-45.2425,166.5374,5531951.0,2003062.0,1092799.0,4969933.0
8.43,1.75,4.82,3.44,6.0,6.0,-106.0,632.0,130.0,-45.3371,166.6738,5522310.0,2014552.0,1104332.0,4960279.0
8.42,1.74,4.84,3.44,6.0,6.0,-91.0,632.0,130.0,-45.4315,166.8107,5512668.0,2026043.0,1115864.0,4950628.0
8.43,1.75,4.82,3.44,6.0,6.0,-76.0,632.0,130.0,-45.5257,166.948,5503026.0,2037534.0,1127397.0,4940979.0
8.42,1.75,4.81,3.44,6.0,6.0,-68.0,632.0,130.0,-45.5759,167.0214,5497884.0,2043662.0,1133547.0,4935833.0
8.42,1.75,4.81,3.44,6.0,6.0,-61.0,632.0,130.0,-45.6198,167.0858,5493384.0,2049024.0,1138928.0,4931332.0
8.44,1.75,4.82,3.45,6.0,6.0,-53.0,632.0,130.0,-45.6699,167.1594,5488242.0,2055152.0,1145078.0,4926188.0
8.46,1.75,4.83,3.45,6.0,6.0,-46.0,632.0,130.0,-45.7137,167.224,5483742.0,2060515.0,1150460.0,4921687.0
8.45,1.75,4.83,3.45,6.0,6.0,-38.0,632.0,130.0,-45.7638,167.2979,5478600.0,2066643.0,1156609.0,4916544.0
8.45,1.75,4.83,3.45,6.0,6.0,-31.0,632.0,130.0,-45.8075,167.3627,5474100.0,2072005.0,1161990.0,4912045.0
8.43,1.75,4.82,3.44,6.0,6.0,-23.0,632.0,130.0,-45.8574,167.4368,5468958.0,2078134.0,1168140.0,4906903.0
8.41,1.75,4.81,3.44,6.0,6.0,-16.0,632.0,130.0,-45.9011,167.5018,5464458.0,2083496.0,1173521.0,4902404.0
8.41,1.75,4.81,3.44,6.0,6.0,-8.0,632.0,130.0,-45.9509,167.5763,5459316.0,2089624.0,1179670.0,4897264.0
8.41,1.75,4.81,3.44,6.0,6.0,-1.0,632.0,130.0,-45.9945,167.6415,5454817.0,2094987.0,1185051.0,4892766.0
8.41,1.75,4.81,3.44,6.0,6.0,7.0,632.0,130.0,-46.0442,167.7162,5449674.0,2101115.0,1191200.0,4887626.0
8.41,1.75,4.81,3.44,6.0,6.0,14.0,632.0,130.0,-46.0877,167.7816,5445175.0,2106478.0,1196580.0,4883130.0
8.41,1.75,4.81,3.44,6.0,6.0,22.0,632.0,130.0,-46.1374,167.8565,5440032.0,2112606.0,1202729.0,4877991.0
8.41,1.75,4.81,3.44,6.0,6.0,29.0,632.0,130.0,-46.1808,167.9222,5435533.0,2117968.0,1208109.0,4873496.0
8.41,1.75,4.81,3.44,6.0,6.0,37.0,632.0,130.0,-46.2304,167.9973,5430390.0,2124096.0,1214258.0,4868358.0
8.41,1.75,4.81,3.44,6.0,6.0,44.0,632.0,130.0,-46.2737,168.0632,5425891.0,2129459.0,1219638.0,4863864.0
8.41,1.75,4.81,3.44,6.0,6.0,51.0,632.0,130.0,-46.317,168.1292,5421392.0,2134821.0,1225018.0,4859369.0
8.41,1.75,4.81,3.44,6.0,6.0,59.0,632.0,130.0,-46.3664,168.2047,5416250.0,2140950.0,1231166.0,4854233.0
8.41,1.75,4.81,3.44,6.0,6.0,66.0,632.0,130.0,-46.4096,168.2709,5411750.0,2146312.0,1236545.0,4849740.0
8.41,1.75,4.81,3.44,6.0,6.0,73.0,632.0,130.0,-46.4528,168.3372,5407250.0,2151674.0,1241925.0,4845247.0
8.41,1.75,4.81,3.44,6.0,6.0,84.0,632.0,130.0,-46.5205,168.4417,5400180.0,2160100.0,1250378.0,4838188.0
8.41,1.75,4.81,3.44,6.0,6.0,95.0,632.0,130.0,-46.5882,168.5463,5393109.0,2168527.0,1258831.0,4831129.0
8.41,1.75,4.81,3.44,6.0,6.0,106.0,632.0,130.0,-46.6558,168.6513,5386038.0,2176954.0,1267283.0,4824072.0
8.41,1.75,4.81,3.44,6.0,6.0,117.0,632.0,130.0,-46.7232,168.7565,5378968.0,2185380.0,1275736.0,4817015.0
8.41,1.75,4.81,3.44,6.0,6.0,144.0,632.0,130.0,-46.8884,169.0158,5361612.0,2206063.0,1296481.0,4799700.0
8.41,1.75,4.81,3.44,6.0,6.0,170.0,632.0,130.0,-47.0469,169.2669,5344900.0,2225980.0,1316455.0,4783032.0
8.41,1.75,4.81,3.44,6.0,6.0,200.0,632.0,130.0,-47.2291,169.5586,5325616.0,2248962.0,1339500.0,4763808.0
8.41,1.75,4.81,3.44,6.0,6.0,250.0,632.0,130.0,-47.5309,170.0491,5293477.0,2287264.0,1377900.0,4731786.0
8.41,1.75,4.81,3.44,6.0,6.0,300.0,632.0,130.0,-47.8306,170.5451,5261338.0,2325566.0,1416290.0,4699787.0
8.41,1.75,4.81,3.44,6.0,6.0,350.0,632.0,130.0,-48.1279,171.0467,5229198.0,2363868.0,1454657.0,4667812.0
8.41,1.73,4.86,3.44,6.0,6.0,1200.0,632.0,130.0,-52.7991,180.3999,4682828.0,3015006.0,2098566.0,4124524.0
8.43,1.73,4.87,3.44,6.0,6.0,-1200.0,656.0,130.0,-38.2074,157.6924,6207134.0,1161073.0,256135.0,5658834.0
8.39,1.73,4.85,3.44,6.0,6.0,-540.0,656.0,130.0,-42.6853,162.6921,5782894.0,1666662.0,755166.0,5222508.0
8.38,1.73,4.84,3.43,6.0,6.0,-400.0,656.0,130.0,-43.6041,163.867,5692904.0,1773908.0,862755.0,5131588.0
8.37,1.73,4.84,3.43,6.0,6.0,-300.0,656.0,130.0,-44.2525,164.7295,5628625.0,1850513.0,939666.0,5066895.0
8.36,1.73,4.83,3.43,6.0,6.0,-200.0,656.0,130.0,-44.8942,165.6116,5564346.0,1927117.0,1016589.0,5002365.0
8.36,1.74,4.8,3.43,6.0,6.0,-151.0,656.0,130.0,-45.2061,166.051,5532850.0,1964653.0,1054277.0,4970791.0
8.37,1.74,4.81,3.43,6.0,6.0,-136.0,656.0,130.0,-45.3012,166.1865,5523208.0,1976144.0,1065814.0,4961133.0
8.39,1.75,4.79,3.44,6.0,6.0,-121.0,656.0,130.0,-45.3962,166.3225,5513566.0,1987634.0,1077352.0,4951477.0
8.43,1.75,4.82,3.44,6.0,6.0,-106.0,656.0,130.0,-45.4911,166.4589,5503924.0,1999125.0,1088888.0,4941824.0
8.42,1.75,4.81,3.44,6.0,6.0,-91.0,656.0,130.0,-45.5857,166.5957,5494282.0,2010616.0,1100425.0,4932173.0
8.43,1.75,4.82,3.44,6.0,6.0,-76.0,656.0,130.0,-45.6802,166.733,5484640.0,2022107.0,1111960.0,4922525.0
8.43,1.75,4.82,3.44,6.0,6.0,-68.0,656.0,130.0,-45.7306,166.8065,5479498.0,2028235.0,1118113.0,4917380.0
8.43,1.75,4.82,3.44,6.0,6.0,-61.0,656.0,130.0,-45.7746,166.8708,5474999.0,2033597.0,1123496.0,4912878.0
8.44,1.75,4.82,3.45,6.0,6.0,-53.0,656.0,130.0,-45.8248,166.9445,5469856.0,2039726.0,1129648.0,4907735.0
8.44,1.75,4.82,3.45,6.0,6.0,-46.0,656.0,130.0,-45.8687,167.0091,5465357.0,2045088.0,1135030.0,4903234.0
8.44,1.75,4.82,3.45,4.46,6.0,-38.0,656.0,130.0,-45.9189,167.083,5460215.0,2051216.0,1141182.0,4898092.0
8.44,1.75,4.82,3.45,6.0,6.0,-31.0,656.0,130.0,-45.9627,167.1478,5455716.0,2056579.0,1146565.0,4893593.0
8.42,1.75,4.81,3.44,6.0,6.0,-23.0,656.0,130.0,-46.0128,167.222,5450573.0,2062707.0,1152716.0,4888451.0
8.41,1.75,4.81,3.44,6.0,6.0,-16.0,656.0,130.0,-46.0566,167.287,5446073.0,2068069.0,1158099.0,4883953.0
8.41,1.75,4.81,3.44,6.0,6.0,-8.0,656.0,130.0,-46.1066,167.3614,5440931.0,2074198.0,1164250.0,4878813.0
8.41,1.75,4.81,3.44,6.0,6.0,-1.0,656.0,130.0,-46.1503,167.4267,5436432.0,2079560.0,1169632.0,4874316.0
8.41,1.75,4.81,3.44,6.0,6.0,7.0,656.0,130.0,-46.2001,167.5013,5431289.0,2085688.0,1175783.0,4869177.0
8.41,1.75,4.81,3.44,6.0,6.0,14.0,656.0,130.0,-46.2438,167.5668,5426790.0,2091050.0,1181165.0,4864680.0
8.41,1.75,4.81,3.44,6.0,6.0,22.0,656.0,130.0,-46.2936,167.6417,5421648.0,2097179.0,1187315.0,4859542.0
8.41,1.75,4.81,3.44,6.0,6.0,29.0,656.0,130.0,-46.3371,167.7074,5417148.0,2102541.0,1192697.0,4855047.0
8.41,1.75,4.81,3.44,6.0,6.0,37.0,656.0,130.0,-46.3868,167.7826,5412006.0,2108670.0,1198847.0,4849910.0
8.41,1.75,4.81,3.44,6.0,6.0,44.0,656.0,130.0,-46.4302,167.8485,5407506.0,2114032.0,1204229.0,4845416.0
8.41,1.75,4.81,3.44,6.0,6.0,51.0,656.0,130.0,-46.4737,167.9145,5403007.0,2119394.0,1209610.0,4840922.0
8.41,1.75,4.81,3.44,6.0,6.0,59.0,656.0,130.0,-46.5232,167.99,5397864.0,2125522.0,1215760.0,4835786.0
8.41,1.75,4.81,3.44,6.0,6.0,66.0,656.0,130.0,-46.5666,168.0562,5393364.0,2130885.0,1221141.0,4831293.0
8.41,1.75,4.81,3.44,6.0,6.0,73.0,656.0,130.0,-46.6099,168.1226,5388865.0,2136247.0,1226522.0,4826801.0
8.41,1.75,4.81,3.44,6.0,6.0,84.0,656.0,130.0,-46.6778,168.227,5381795.0,2144674.0,1234977.0,4819742.0
8.41,1.75,4.81,3.44,6.0,6.0,95.0,656.0,130.0,-46.7457,168.3317,5374724.0,2153100.0,1243433.0,4812684.0
8.41,1.75,4.81,3.44,6.0,6.0,106.0,656.0,130.0,-46.8134,168.4367,5367654.0,2161526.0,1251888.0,4805628.0
8.41,1.75,4.81,3.44,6.0,6.0,117.0,656.0,130.0,-46.8811,168.5419,5360582.0,2169953.0,1260342.0,4798572.0
8.41,1.75,4.81,3.44,6.0,6.0,144.0,656.0,130.0,-47.0467,168.8014,5343228.0,2190636.0,1281093.0,4781259.0
8.41,1.75,4.81,3.44,6.0,6.0,170.0,656.0,130.0,-47.2057,169.0527,5326514.0,2210554.0,1301073.0,4764593.0
8.41,1.75,4.81,3.44,6.0,6.0,200.0,656.0,130.0,-47.3884,169.3445,5307232.0,2233535.0,1324125.0,4745371.0
8.41,1.75,4.81,3.44,6.0,6.0,250.0,656.0,130.0,-47.6911,169.8353,5275092.0,2271837.0,1362537.0,4713353.0
8.41,1.75,4.81,3.44,6.0,6.0,300.0,656.0,130.0,-47.9916,170.3317,5242952.0,2310139.0,1400931.0,4681359.0
8.41,1.75,4.81,3.44,6.0,6.0,350.0,656.0,130.0,-48.2898,170.8337,5210813.0,2348442.0,1439318.0,4649393.0
8.41,1.73,4.86,3.44,6.0,6.0,1200.0,656.0,130.0,-52.9716,180.1957,4664444.0,2999579.0,2082899.0,4106779.0
8.43,1.73,4.87,3.44,6.0,6.0,-1200.0,686.0,130.0,-38.3689,157.4288,6184153.0,1141789.0,235991.0,5636794.0
8.39,1.73,4.85,3.44,6.0,6.0,-540.0,686.0,130.0,-42.8677,162.4225,5759912.0,1647378.0,735627.0,5199460.0
8.38,1.73,4.84,3.43,6.0,6.0,-400.0,686.0,130.0,-43.7897,163.5971,5669922.0,1754624.0,843317.0,5108510.0
8.37,1.73,4.84,3.43,6.0,6.0,-300.0,686.0,130.0,-44.4402,164.4594,5605644.0,1831229.0,920285.0,5043811.0
8.36,1.73,4.83,3.43,6.0,6.0,-200.0,686.0,130.0,-45.084,165.3413,5541365.0,1907833.0,997252.0,4979283.0
8.36,1.74,4.8,3.43,6.0,6.0,-151.0,686.0,130.0,-45.397,165.7807,5509868.0,1945370.0,1034960.0,4947716.0
8.37,1.74,4.81,3.43,6.0,6.0,-136.0,686.0,130.0,-45.4925,165.9162,5500226.0,1956860.0,1046502.0,4938058.0
8.39,1.75,4.79,3.44,6.0,6.0,-121.0,686.0,130.0,-45.5878,166.0521,5490585.0,1968351.0,1058044.0,4928398.0
8.43,1.75,4.82,3.44,6.0,6.0,-106.0,686.0,130.0,-45.6829,166.1885,5480943.0,1979842.0,1069585.0,4918746.0
8.47,1.75,4.84,3.45,6.0,6.0,-91.0,686.0,130.0,-45.7779,166.3254,5471302.0,1991332.0,1081126.0,4909096.0
8.43,1.75,4.82,3.44,6.0,6.0,-76.0,686.0,130.0,-45.8727,166.4627,5461659.0,2002823.0,1092667.0,4899449.0
8.42,1.75,4.81,3.44,6.0,6.0,-68.0,686.0,130.0,-45.9232,166.5361,5456517.0,2008951.0,1098821.0,4894304.0
8.42,1.75,4.81,3.44,6.0,6.0,-61.0,686.0,130.0,-45.9674,166.6005,5452018.0,2014314.0,1104206.0,4889804.0
8.43,1.75,4.82,3.44,6.0,6.0,-53.0,686.0,130.0,-46.0178,166.6742,5446875.0,2020442.0,1110361.0,4884661.0
8.43,1.75,4.82,3.44,6.0,6.0,-46.0,686.0,130.0,-46.0619,166.7388,5442376.0,2025804.0,1115746.0,4880161.0
8.43,1.75,4.82,3.44,4.5,4.48,-38.0,686.0,130.0,-46.1122,166.8127,5437234.0,2031933.0,1121900.0,4875019.0
8.41,1.75,4.81,3.44,6.0,6.0,-31.0,686.0,130.0,-46.1562,166.8775,5432734.0,2037295.0,1127284.0,4870520.0
8.41,1.75,4.81,3.44,6.0,6.0,-23.0,686.0,130.0,-46.2065,166.9517,5427592.0,2043423.0,1133438.0,4865379.0
8.41,1.75,4.81,3.44,6.0,6.0,-16.0,686.0,130.0,-46.2504,167.0167,5423092.0,2048786.0,1138822.0,4860882.0
8.41,1.75,4.81,3.44,6.0,6.0,-8.0,686.0,130.0,-46.3005,167.0911,5417950.0,2054914.0,1144976.0,4855742.0
8.41,1.75,4.81,3.44,6.0,6.0,-1.0,686.0,130.0,-46.3444,167.1564,5413450.0,2060276.0,1150360.0,4851245.0
8.41,1.75,4.81,3.44,6.0,6.0,7.0,686.0,130.0,-46.3945,167.2311,5408308.0,2066404.0,1156513.0,4846107.0
8.41,1.75,4.81,3.44,6.0,6.0,14.0,686.0,130.0,-46.4382,167.2965,5403808.0,2071767.0,1161897.0,4841611.0
8.41,1.75,4.81,3.44,6.0,6.0,22.0,686.0,130.0,-46.4882,167.3715,5398666.0,2077895.0,1168050.0,4836474.0
8.41,1.75,4.81,3.44,6.0,6.0,29.0,686.0,130.0,-46.5319,167.4372,5394166.0,2083258.0,1173433.0,4831979.0
8.41,1.75,4.81,3.44,6.0,6.0,37.0,686.0,130.0,-46.5817,167.5124,5389024.0,2089386.0,1179586.0,4826842.0
8.41,1.75,4.81,3.44,6.0,6.0,44.0,686.0,130.0,-46.6254,167.5783,5384525.0,2094748.0,1184969.0,4822349.0
8.41,1.75,4.81,3.44,6.0,6.0,51.0,686.0,130.0,-46.6689,167.6443,5380026.0,2100110.0,1190352.0,4817855.0
8.41,1.75,4.81,3.44,6.0,6.0,59.0,686.0,130.0,-46.7187,167.7199,5374883.0,2106239.0,1196504.0,4812720.0
8.41,1.75,4.81,3.44,6.0,6.0,66.0,686.0,130.0,-46.7621,167.7862,5370384.0,2111601.0,1201887.0,4808228.0
8.41,1.75,4.81,3.44,6.0,6.0,73.0,686.0,130.0,-46.8056,167.8525,5365884.0,2116964.0,1207270.0,4803736.0
8.41,1.75,4.81,3.44,6.0,6.0,84.0,686.0,130.0,-46.8738,167.957,5358814.0,2125390.0,1215729.0,4796678.0
8.41,1.75,4.81,3.44,6.0,6.0,95.0,686.0,130.0,-46.9419,168.0618,5351742.0,2133816.0,1224187.0,4789621.0
8.41,1.75,4.81,3.44,6.0,6.0,106.0,686.0,130.0,-47.0099,168.1668,5344672.0,2142243.0,1232645.0,4782565.0
8.41,1.75,4.81,3.44,6.0,6.0,117.0,686.0,130.0,-47.0778,168.272,5337602.0,2150670.0,1241102.0,4775511.0
8.41,1.75,4.81,3.44,6.0,6.0,144.0,686.0,130.0,-47.244,168.5316,5320246.0,2171353.0,1261861.0,4758199.0
8.41,1.75,4.81,3.44,6.0,6.0,170.0,686.0,130.0,-47.4036,168.783,5303534.0,2191270.0,1281848.0,4741535.0
8.41,1.75,4.81,3.44,6.0,6.0,200.0,686.0,130.0,-47.5869,169.0751,5284250.0,2214251.0,1304908.0,4722316.0
8.41,1.75,4.81,3.44,6.0,6.0,250.0,686.0,130.0,-47.8908,169.5663,5252110.0,2252554.0,1343330.0,4690304.0
8.41,1.75,4.81,3.44,6.0,6.0,300.0,686.0,130.0,-48.1924,170.0631,5219971.0,2290856.0,1381746.0,4658318.0
8.41,1.75,4.81,3.44,6.0,6.0,350.0,686.0,130.0,-48.4916,170.5657,5187832.0,2329158.0,1420150.0,4626361.0
8.41,1.73,4.86,3.44,6.0,6.0,1200.0,686.0,130.0,-53.186,179.9387,4641462.0,2980296.0,2063363.0,4084681.0
8.43,1.73,4.87,3.44,6.0,6.0,-1200.0,736.0,130.0,-38.6362,156.9846,6145850.0,1109650.0,202209.0,5600021.0
8.39,1.73,4.85,3.44,6.0,6.0,-540.0,736.0,130.0,-43.1705,161.9694,5721610.0,1615239.0,703042.0,5160990.0
8.38,1.73,4.84,3.43,6.0,6.0,-400.0,736.0,130.0,-44.0976,163.1434,5631620.0,1722485.0,810915.0,5070003.0
8.37,1.73,4.84,3.43,6.0,6.0,-300.0,736.0,130.0,-44.7517,164.0053,5567342.0,1799090.0,887983.0,5005304.0
8.36,1.73,4.83,3.43,6.0,6.0,-200.0,736.0,130.0,-45.399,164.8868,5503063.0,1875694.0,965027.0,4940787.0
8.36,1.74,4.8,3.43,6.0,6.0,-151.0,736.0,130.0,-45.7137,165.3261,5471566.0,1913230.0,1002766.0,4909226.0
8.37,1.74,4.81,3.43,6.0,6.0,-136.0,736.0,130.0,-45.8097,165.4616,5461924.0,1924721.0,1014317.0,4899571.0
8.39,1.75,4.79,3.44,6.0,6.0,-121.0,736.0,130.0,-45.9055,165.5975,5452282.0,1936212.0,1025868.0,4889918.0
8.43,1.75,4.82,3.44,6.0,6.0,-106.0,736.0,130.0,-46.0012,165.7339,5442640.0,1947702.0,1037417.0,4880267.0
8.47,1.75,4.84,3.45,6.0,6.0,-91.0,736.0,130.0,-46.0967,165.8707,5432999.0,1959193.0,1048966.0,4870620.0
8.43,1.75,4.82,3.44,6.0,6.0,-76.0,736.0,130.0,-46.1921,166.008,5423357.0,1970684.0,1060516.0,4860969.0
8.42,1.75,4.81,3.44,6.0,6.0,-68.0,736.0,130.0,-46.2429,166.0814,5418215.0,1976812.0,1066675.0,4855826.0
8.42,1.75,4.81,3.44,6.0,6.0,-61.0,736.0,130.0,-46.2873,166.1458,5413716.0,1982174.0,1072063.0,4851326.0
8.43,1.75,4.82,3.44,6.0,6.0,-53.0,736.0,130.0,-46.338,166.2195,5408573.0,1988302.0,1078221.0,4846184.0
8.43,1.75,4.82,3.44,6.0,6.0,-46.0,736.0,130.0,-46.3823,166.2841,5404073.0,1993665.0,1083610.0,4841685.0
8.43,1.75,4.82,3.44,4.65,4.63,-38.0,736.0,130.0,-46.433,166.358,5398931.0,1999793.0,1089768.0,4836545.0
8.41,1.75,4.81,3.44,6.0,6.0,-31.0,736.0,130.0,-46.4772,166.4228,5394432.0,2005156.0,1095156.0,4832047.0
8.41,1.75,4.81,3.44,6.0,6.0,-23.0,736.0,130.0,-46.5277,166.497,5389290.0,2011284.0,1101313.0,4826907.0
8.41,1.75,4.81,3.44,6.0,6.0,-16.0,736.0,130.0,-46.5719,166.562,5384790.0,2016646.0,1106701.0,4822411.0
8.41,1.75,4.81,3.44,6.0,6.0,-8.0,736.0,130.0,-46.6224,166.6365,5379648.0,2022774.0,1112858.0,4817272.0
8.41,1.75,4.81,3.44,6.0,6.0,-1.0,736.0,130.0,-46.6665,166.7017,5375148.0,2028137.0,1118245.0,4812776.0
8.41,1.75,4.81,3.44,6.0,6.0,7.0,736.0,130.0,-46.7168,166.7764,5370006.0,2034265.0,1124402.0,4807639.0
8.41,1.75,4.81,3.44,6.0,6.0,14.0,736.0,130.0,-46.7608,166.8419,5365506.0,2039628.0,1129789.0,4803144.0
8.41,1.75,4.81,3.44,6.0,6.0,22.0,736.0,130.0,-46.8111,166.9169,5360364.0,2045756.0,1135946.0,4798007.0
8.41,1.75,4.81,3.44,6.0,6.0,29.0,736.0,130.0,-46.855,166.9826,5355864.0,2051118.0,1141332.0,4793514.0
8.41,1.75,4.81,3.44,6.0,6.0,37.0,736.0,130.0,-46.9052,167.0578,5350722.0,2057247.0,1147489.0,4788378.0
8.41,1.75,4.81,3.44,6.0,6.0,44.0,736.0,130.0,-46.9491,167.1237,5346222.0,2062609.0,1152875.0,4783885.0
8.41,1.75,4.81,3.44,6.0,6.0,51.0,736.0,130.0,-46.9929,167.1898,5341723.0,2067971.0,1158261.0,4779393.0
8.41,1.75,4.81,3.44,6.0,6.0,59.0,736.0,130.0,-47.0429,167.2654,5336581.0,2074100.0,1164417.0,4774259.0
8.41,1.75,4.81,3.44,6.0,6.0,66.0,736.0,130.0,-47.0867,167.3316,5332081.0,2079462.0,1169803.0,4769767.0
8.41,1.75,4.81,3.44,6.0,6.0,73.0,736.0,130.0,-47.1304,167.398,5327582.0,2084824.0,1175189.0,4765276.0
8.41,1.75,4.81,3.44,6.0,6.0,84.0,736.0,130.0,-47.199,167.5026,5320511.0,2093251.0,1183653.0,4758220.0
8.41,1.75,4.81,3.44,6.0,6.0,95.0,736.0,130.0,-47.2675,167.6074,5313440.0,2101677.0,1192116.0,4751164.0
8.41,1.75,4.81,3.44,6.0,6.0,106.0,736.0,130.0,-47.3359,167.7124,5306370.0,2110104.0,1200579.0,4744110.0
8.41,1.75,4.81,3.44,6.0,6.0,117.0,736.0,130.0,-47.4042,167.8178,5299299.0,2118530.0,1209041.0,4737056.0
8.41,1.75,4.81,3.44,6.0,6.0,144.0,736.0,130.0,-47.5715,168.0775,5281944.0,2139214.0,1229812.0,4719748.0
8.41,1.75,4.81,3.44,6.0,6.0,170.0,736.0,130.0,-47.732,168.3292,5265232.0,2159130.0,1249812.0,4703088.0
8.41,1.75,4.81,3.44,6.0,6.0,200.0,736.0,130.0,-47.9165,168.6215,5245948.0,2182112.0,1272882.0,4683873.0
8.41,1.75,4.81,3.44,6.0,6.0,250.0,736.0,130.0,-48.2222,169.1133,5213808.0,2220414.0,1311335.0,4651868.0
8.41,1.75,4.81,3.44,6.0,6.0,300.0,736.0,130.0,-48.5257,169.6109,5181669.0,2258716.0,1349780.0,4619892.0
8.41,1.75,4.81,3.44,6.0,6.0,350.0,736.0,130.0,-48.8268,170.1143,5149530.0,2297018.0,1388216.0,4587949.0
8.41,1.73,4.86,3.44,6.0,6.0,1200.0,736.0,130.0,-53.5403,179.5068,4603160.0,2948156.0,2030953.0,4048056.0
