Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,Northing-NZ,Easting-NZ,x_nztm,y_nztm
6.17,1.72,3.59,2.79,6.0,6.0,300.0,-70.0,23.0,-42.9713,176.2698,5799100.0,2776803.0,1866675.0,5237373.0
6.07,1.72,3.53,2.76,6.0,6.0,350.0,-70.0,23.0,-43.2458,176.7557,5766962.0,2815105.0,1904932.0,5205218.0
6.85,1.73,3.96,3.02,6.0,6.0,1200.0,-70.0,23.0,-47.5133,185.6781,5220592.0,3466243.0,2553905.0,4659521.0
7.2,1.73,4.16,3.13,6.0,6.0,-1200.0,-60.0,23.0,-34.0725,163.4431,6755622.0,1621309.0,716651.0,6188512.0
7.2,1.73,4.16,3.13,6.0,6.0,-540.0,-60.0,23.0,-38.1453,168.6356,6331382.0,2126898.0,1217499.0,5769232.0
7.2,1.73,4.16,3.13,6.0,6.0,-400.0,-60.0,23.0,-38.9922,169.8184,6241392.0,2234144.0,1324457.0,5679467.0
7.2,1.73,4.16,3.13,6.0,6.0,-300.0,-60.0,23.0,-39.5908,170.6815,6177113.0,2310748.0,1400915.0,5615289.0
7.2,1.73,4.16,3.13,6.0,6.0,-200.0,-60.0,23.0,-40.1836,171.5602,6112834.0,2387353.0,1477438.0,5551070.0
7.2,1.74,4.14,3.13,6.0,6.0,-151.0,-60.0,23.0,-40.4717,171.9965,6081338.0,2424889.0,1514946.0,5519595.0
6.65,1.74,3.82,2.95,6.0,6.0,-136.0,-60.0,23.0,-40.5596,172.1308,6071696.0,2436380.0,1526430.0,5509959.0
6.62,1.74,3.8,2.94,6.0,6.0,-121.0,-60.0,23.0,-40.6474,172.2655,6062054.0,2447870.0,1537913.0,5500323.0
6.62,1.74,3.8,2.94,6.0,6.0,-106.0,-60.0,23.0,-40.735,172.4006,6052412.0,2459361.0,1549398.0,5490686.0
6.54,1.7,3.85,2.91,1.64,1.73,-91.0,-60.0,23.0,-40.8224,172.536,6042770.0,2470852.0,1560883.0,5481049.0
6.74,1.72,3.92,2.99,1.6,1.7,-76.0,-60.0,23.0,-40.9097,172.6717,6033128.0,2482342.0,1572368.0,5471411.0
6.26,1.73,3.62,2.81,1.81,2.18,-68.0,-60.0,23.0,-40.9562,172.7443,6027986.0,2488471.0,1578494.0,5466271.0
5.94,1.74,3.41,2.73,2.0,2.6,-61.0,-60.0,23.0,-40.9968,172.8079,6023487.0,2493833.0,1583854.0,5461774.0
6.3,1.73,3.64,2.83,1.92,2.69,-53.0,-60.0,23.0,-41.0432,172.8806,6018344.0,2499962.0,1589980.0,5456633.0
6.66,1.72,3.87,2.96,1.85,2.76,-46.0,-60.0,23.0,-41.0838,172.9444,6013844.0,2505324.0,1595340.0,5452135.0
6.58,1.72,3.83,2.93,1.88,2.75,-38.0,-60.0,23.0,-41.1301,173.0173,6008702.0,2511452.0,1601466.0,5446995.0
6.48,1.72,3.77,2.89,1.91,2.75,-31.0,-60.0,23.0,-41.1706,173.0812,6004203.0,2516814.0,1606826.0,5442496.0
6.62,1.72,3.85,2.94,1.71,2.39,-23.0,-60.0,23.0,-41.2168,173.1543,5999060.0,2522943.0,1612952.0,5437356.0
6.68,1.73,3.86,2.96,1.53,2.08,-16.0,-60.0,23.0,-41.2572,173.2184,5994561.0,2528305.0,1618312.0,5432857.0
6.61,1.74,3.8,2.94,1.68,2.47,-8.0,-60.0,23.0,-41.3034,173.2917,5989419.0,2534434.0,1624438.0,5427716.0
6.59,1.75,3.77,2.93,1.82,2.82,-1.0,-60.0,23.0,-41.3437,173.356,5984920.0,2539796.0,1629799.0,5423218.0
6.86,1.74,3.94,3.03,1.59,2.56,7.0,-60.0,23.0,-41.3898,173.4295,5979778.0,2545924.0,1635925.0,5418077.0
7.07,1.72,4.11,3.09,1.39,2.34,14.0,-60.0,23.0,-41.43,173.4939,5975278.0,2551286.0,1641285.0,5413578.0
6.61,1.71,3.87,2.94,1.27,2.2,22.0,-60.0,23.0,-41.476,173.5677,5970136.0,2557415.0,1647411.0,5408437.0
6.52,1.7,3.84,2.91,1.16,2.08,29.0,-60.0,23.0,-41.5162,173.6322,5965636.0,2562777.0,1652772.0,5403938.0
6.42,1.74,3.69,2.87,1.03,1.93,37.0,-60.0,23.0,-41.5621,173.7062,5960494.0,2568906.0,1658898.0,5398797.0
6.63,1.78,3.72,2.95,0.92,1.8,44.0,-60.0,23.0,-41.6022,173.7709,5955994.0,2574268.0,1664258.0,5394298.0
6.52,1.79,3.64,2.91,0.98,1.83,51.0,-60.0,23.0,-41.6422,173.8358,5951494.0,2579630.0,1669618.0,5389799.0
6.33,1.75,3.62,2.84,1.04,1.86,59.0,-60.0,23.0,-41.688,173.91,5946352.0,2585758.0,1675745.0,5384657.0
5.89,1.75,3.37,2.72,1.0,1.89,66.0,-60.0,23.0,-41.728,173.975,5941852.0,2591121.0,1681105.0,5380158.0
6.01,1.76,3.41,2.74,0.95,1.92,73.0,-60.0,23.0,-41.7679,174.0401,5937353.0,2596483.0,1686465.0,5375659.0
6.24,1.76,3.55,2.81,1.16,2.17,84.0,-60.0,23.0,-41.8306,174.1425,5930282.0,2604910.0,1694888.0,5368589.0
6.52,1.73,3.77,2.91,1.84,2.33,95.0,-60.0,23.0,-41.8932,174.2452,5923212.0,2613336.0,1703311.0,5361518.0
6.88,1.72,4.0,3.03,2.38,3.34,106.0,-60.0,23.0,-41.9557,174.348,5916141.0,2621763.0,1711734.0,5354448.0
6.68,1.72,3.88,2.96,2.63,6.0,117.0,-60.0,23.0,-42.0182,174.451,5909070.0,2630189.0,1720157.0,5347377.0
6.7,1.72,3.9,2.97,6.0,6.0,144.0,-60.0,23.0,-42.171,174.7048,5891716.0,2650872.0,1740830.0,5330021.0
6.75,1.72,3.92,2.99,6.0,6.0,170.0,-60.0,23.0,-42.3176,174.9503,5875003.0,2670790.0,1760737.0,5313307.0
6.54,1.72,3.8,2.91,6.0,6.0,200.0,-60.0,23.0,-42.4861,175.235,5855719.0,2693771.0,1783704.0,5294020.0
6.24,1.72,3.63,2.81,6.0,6.0,250.0,-60.0,23.0,-42.7652,175.7127,5823580.0,2732073.0,1821978.0,5261872.0
6.14,1.72,3.57,2.78,6.0,6.0,300.0,-60.0,23.0,-43.0423,176.1947,5791440.0,2770375.0,1860244.0,5229721.0
6.05,1.72,3.52,2.75,6.0,6.0,350.0,-60.0,23.0,-43.3172,176.6808,5759301.0,2808678.0,1898500.0,5197568.0
6.85,1.73,3.96,3.02,6.0,6.0,1200.0,-60.0,23.0,-47.5897,185.612,5212932.0,3459815.0,2547541.0,4651867.0
7.2,1.73,4.16,3.13,6.0,6.0,-1200.0,-50.0,23.0,-34.1341,163.3687,6747962.0,1614881.0,710399.0,6180991.0
7.2,1.73,4.16,3.13,6.0,6.0,-540.0,-50.0,23.0,-38.2112,168.5585,6323722.0,2120470.0,1211092.0,5761599.0
7.2,1.73,4.16,3.13,6.0,6.0,-400.0,-50.0,23.0,-39.0589,169.7412,6233732.0,2227716.0,1318040.0,5671825.0
7.2,1.73,4.16,3.13,6.0,6.0,-300.0,-50.0,23.0,-39.6582,170.6044,6169452.0,2304321.0,1394494.0,5607639.0
7.2,1.73,4.16,3.13,6.0,6.0,-200.0,-50.0,23.0,-40.2515,171.4832,6105174.0,2380925.0,1471014.0,5543416.0
7.2,1.74,4.14,3.13,6.0,6.0,-151.0,-50.0,23.0,-40.54,171.9196,6073677.0,2418462.0,1508522.0,5511940.0
6.65,1.74,3.82,2.95,6.0,6.0,-136.0,-50.0,23.0,-40.628,172.054,6064035.0,2429952.0,1520005.0,5502304.0
6.62,1.74,3.8,2.94,6.0,6.0,-121.0,-50.0,23.0,-40.7158,172.1887,6054394.0,2441443.0,1531489.0,5492667.0
6.62,1.74,3.8,2.94,6.0,6.0,-106.0,-50.0,23.0,-40.8035,172.3238,6044752.0,2452933.0,1542973.0,5483030.0
6.27,1.74,3.6,2.82,2.11,2.24,-91.0,-50.0,23.0,-40.891,172.4592,6035110.0,2464424.0,1554458.0,5473392.0
6.69,1.72,3.89,2.97,1.69,1.89,-76.0,-50.0,23.0,-40.9784,172.595,6025468.0,2475914.0,1565943.0,5463754.0
6.48,1.75,3.7,2.89,1.89,2.31,-68.0,-50.0,23.0,-41.0249,172.6676,6020326.0,2482043.0,1572069.0,5458614.0
6.07,1.75,3.47,2.76,2.06,2.68,-61.0,-50.0,23.0,-41.0656,172.7312,6015826.0,2487405.0,1577428.0,5454116.0
6.49,1.73,3.75,2.9,1.85,2.55,-53.0,-50.0,23.0,-41.1121,172.804,6010684.0,2493534.0,1583554.0,5448976.0
7.0,1.74,4.02,3.07,1.66,2.43,-46.0,-50.0,23.0,-41.1527,172.8677,6006184.0,2498896.0,1588914.0,5444478.0
6.7,1.73,3.87,2.97,1.64,2.5,-38.0,-50.0,23.0,-41.1991,172.9407,6001042.0,2505024.0,1595040.0,5439337.0
6.54,1.73,3.78,2.91,1.62,2.56,-31.0,-50.0,23.0,-41.2396,173.0046,5996542.0,2510387.0,1600400.0,5434839.0
6.65,1.73,3.84,2.95,1.49,2.28,-23.0,-50.0,23.0,-41.2859,173.0778,5991400.0,2516515.0,1606526.0,5429698.0
6.65,1.74,3.82,2.95,1.38,2.03,-16.0,-50.0,23.0,-41.3263,173.1419,5986901.0,2521877.0,1611886.0,5425200.0
6.74,1.75,3.85,2.99,1.5,2.27,-8.0,-50.0,23.0,-41.3725,173.2152,5981758.0,2528006.0,1618012.0,5420059.0
6.65,1.77,3.76,2.95,1.6,2.47,-1.0,-50.0,23.0,-41.4129,173.2795,5977259.0,2533368.0,1623372.0,5415560.0
6.53,1.74,3.75,2.91,1.46,2.36,7.0,-50.0,23.0,-41.459,173.353,5972116.0,2539496.0,1629498.0,5410419.0
7.04,1.72,4.09,3.08,1.34,2.26,14.0,-50.0,23.0,-41.4993,173.4175,5967617.0,2544859.0,1634859.0,5405921.0
6.78,1.7,3.99,3.0,1.21,2.09,22.0,-50.0,23.0,-41.5453,173.4912,5962475.0,2550987.0,1640985.0,5400779.0
6.4,1.71,3.74,2.86,1.1,1.94,29.0,-50.0,23.0,-41.5855,173.5558,5957976.0,2556349.0,1646345.0,5396281.0
6.42,1.74,3.69,2.87,0.98,1.82,37.0,-50.0,23.0,-41.6315,173.6298,5952833.0,2562478.0,1652471.0,5391139.0
6.53,1.78,3.67,2.91,0.87,1.71,44.0,-50.0,23.0,-41.6716,173.6945,5948334.0,2567840.0,1657831.0,5386640.0
6.57,1.8,3.65,2.93,0.91,1.72,51.0,-50.0,23.0,-41.7117,173.7594,5943834.0,2573202.0,1663191.0,5382141.0
6.1,1.73,3.53,2.77,0.96,1.73,59.0,-50.0,23.0,-41.7575,173.8336,5938692.0,2579330.0,1669317.0,5377000.0
6.03,1.75,3.45,2.75,0.97,1.8,66.0,-50.0,23.0,-41.7976,173.8987,5934192.0,2584693.0,1674677.0,5372500.0
6.01,1.76,3.41,2.74,0.98,1.88,73.0,-50.0,23.0,-41.8375,173.9638,5929693.0,2590055.0,1680038.0,5368001.0
6.48,1.76,3.68,2.89,1.28,2.2,84.0,-50.0,23.0,-41.9003,174.0663,5922622.0,2598482.0,1688461.0,5360931.0
6.84,1.75,3.91,3.02,1.88,2.37,95.0,-50.0,23.0,-41.963,174.1689,5915552.0,2606908.0,1696883.0,5353861.0
6.83,1.7,4.02,3.02,2.51,2.97,106.0,-50.0,23.0,-42.0256,174.2718,5908480.0,2615335.0,1705306.0,5346791.0
6.64,1.72,3.86,2.95,2.7,4.97,117.0,-50.0,23.0,-42.0881,174.3749,5901410.0,2623761.0,1713729.0,5339720.0
6.68,1.72,3.88,2.96,6.0,6.0,144.0,-50.0,23.0,-42.2411,174.6288,5884054.0,2644444.0,1734402.0,5322364.0
6.74,1.72,3.92,2.99,6.0,6.0,170.0,-50.0,23.0,-42.3878,174.8744,5867342.0,2664362.0,1754308.0,5305651.0
6.52,1.72,3.79,2.91,6.0,6.0,200.0,-50.0,23.0,-42.5565,175.1592,5848058.0,2687343.0,1777275.0,5286364.0
6.22,1.72,3.62,2.8,6.0,6.0,250.0,-50.0,23.0,-42.8359,175.6372,5815920.0,2725645.0,1815549.0,5254218.0
6.12,1.72,3.56,2.77,6.0,6.0,300.0,-50.0,23.0,-43.1133,176.1193,5783780.0,2763947.0,1853814.0,5222069.0
6.03,1.72,3.51,2.75,6.0,6.0,350.0,-50.0,23.0,-43.3884,176.6057,5751640.0,2802250.0,1892070.0,5189918.0
6.85,1.73,3.96,3.02,6.0,6.0,1200.0,-50.0,23.0,-47.6662,185.5457,5205271.0,3453387.0,2541174.0,4644209.0
7.2,1.73,4.16,3.13,6.0,6.0,-1200.0,-40.0,23.0,-34.1956,163.2941,6740301.0,1608453.0,704145.0,6173475.0
7.2,1.73,4.16,3.13,6.0,6.0,-540.0,-40.0,23.0,-38.277,168.4813,6316061.0,2114042.0,1204684.0,5753967.0
7.2,1.73,4.16,3.13,6.0,6.0,-400.0,-40.0,23.0,-39.1256,169.6639,6226071.0,2221288.0,1311622.0,5664183.0
7.2,1.73,4.16,3.13,6.0,6.0,-300.0,-40.0,23.0,-39.7255,170.5272,6161792.0,2297893.0,1388072.0,5599989.0
7.2,1.73,4.16,3.13,6.0,6.0,-200.0,-40.0,23.0,-40.3195,171.4061,6097513.0,2374497.0,1464591.0,5535762.0
7.2,1.74,4.14,3.13,6.0,6.0,-151.0,-40.0,23.0,-40.6082,171.8426,6066016.0,2412034.0,1502098.0,5504285.0
6.65,1.74,3.82,2.95,6.0,6.0,-136.0,-40.0,23.0,-40.6963,171.977,6056375.0,2423524.0,1513581.0,5494648.0
6.62,1.74,3.8,2.94,6.0,6.0,-121.0,-40.0,23.0,-40.7842,172.1117,6046733.0,2435015.0,1525064.0,5485011.0
6.62,1.74,3.8,2.94,6.0,6.0,-106.0,-40.0,23.0,-40.872,172.2469,6037092.0,2446505.0,1536548.0,5475373.0
6.47,1.73,3.74,2.89,2.57,2.76,-91.0,-40.0,23.0,-40.9596,172.3823,6027449.0,2457996.0,1548033.0,5465735.0
6.64,1.73,3.84,2.95,1.79,2.08,-76.0,-40.0,23.0,-41.0471,172.5182,6017808.0,2469487.0,1559518.0,5456098.0
6.53,1.75,3.73,2.91,1.97,2.44,-68.0,-40.0,23.0,-41.0937,172.5908,6012666.0,2475615.0,1565643.0,5450957.0
6.24,1.75,3.57,2.81,2.12,2.76,-61.0,-40.0,23.0,-41.1344,172.6544,6008166.0,2480978.0,1571003.0,5446459.0
6.55,1.74,3.76,2.92,1.78,2.41,-53.0,-40.0,23.0,-41.1809,172.7271,6003024.0,2487106.0,1577129.0,5441319.0
6.9,1.74,3.97,3.04,1.48,2.11,-46.0,-40.0,23.0,-41.2215,172.7909,5998524.0,2492468.0,1582488.0,5436821.0
6.67,1.74,3.83,2.96,1.39,2.25,-38.0,-40.0,23.0,-41.268,172.8639,5993382.0,2498596.0,1588614.0,5431680.0
6.52,1.74,3.75,2.91,1.32,2.37,-31.0,-40.0,23.0,-41.3085,172.9278,5988882.0,2503959.0,1593974.0,5427182.0
6.43,1.75,3.67,2.87,1.28,2.16,-23.0,-40.0,23.0,-41.3549,173.001,5983740.0,2510087.0,1600100.0,5422041.0
6.67,1.75,3.81,2.96,1.24,1.98,-16.0,-40.0,23.0,-41.3954,173.0651,5979240.0,2515450.0,1605460.0,5417542.0
7.06,1.79,3.94,3.09,1.31,2.06,-8.0,-40.0,23.0,-41.4416,173.1385,5974098.0,2521578.0,1611586.0,5412401.0
6.71,1.81,3.71,2.98,1.37,2.13,-1.0,-40.0,23.0,-41.482,173.2028,5969598.0,2526940.0,1616946.0,5407903.0
6.5,1.75,3.71,2.9,1.32,2.15,7.0,-40.0,23.0,-41.5282,173.2764,5964456.0,2533068.0,1623072.0,5402762.0
6.56,1.71,3.84,2.92,1.28,2.17,14.0,-40.0,23.0,-41.5685,173.3408,5959956.0,2538431.0,1628432.0,5398263.0
6.43,1.7,3.78,2.87,1.15,1.98,22.0,-40.0,23.0,-41.6146,173.4146,5954814.0,2544559.0,1634558.0,5393122.0
6.47,1.69,3.83,2.89,1.04,1.81,29.0,-40.0,23.0,-41.6549,173.4792,5950315.0,2549922.0,1639918.0,5388623.0
6.66,1.76,3.78,2.96,0.92,1.71,37.0,-40.0,23.0,-41.7008,173.5532,5945172.0,2556050.0,1646044.0,5383482.0
6.18,1.78,3.47,2.79,0.82,1.63,44.0,-40.0,23.0,-41.741,173.618,5940673.0,2561412.0,1651404.0,5378983.0
6.12,1.77,3.46,2.77,0.85,1.61,51.0,-40.0,23.0,-41.7812,173.6829,5936174.0,2566774.0,1656764.0,5374484.0
5.98,1.71,3.5,2.74,0.88,1.59,59.0,-40.0,23.0,-41.827,173.7571,5931031.0,2572903.0,1662890.0,5369342.0
6.12,1.74,3.52,2.77,0.94,1.71,66.0,-40.0,23.0,-41.8671,173.8222,5926532.0,2578265.0,1668250.0,5364843.0
6.36,1.78,3.57,2.85,1.0,1.83,73.0,-40.0,23.0,-41.9071,173.8873,5922032.0,2583628.0,1673610.0,5360344.0
6.43,1.77,3.63,2.87,1.41,2.22,84.0,-40.0,23.0,-41.97,173.9899,5914962.0,2592054.0,1682033.0,5353274.0
6.84,1.78,3.84,3.02,1.91,2.4,95.0,-40.0,23.0,-42.0327,174.0926,5907891.0,2600480.0,1690456.0,5346204.0
6.87,1.71,4.02,3.03,2.64,2.6,106.0,-40.0,23.0,-42.0954,174.1955,5900820.0,2608907.0,1698878.0,5339134.0
6.61,1.72,3.84,2.94,2.78,3.93,117.0,-40.0,23.0,-42.1579,174.2986,5893750.0,2617333.0,1707301.0,5332063.0
6.67,1.72,3.88,2.96,6.0,6.0,144.0,-40.0,23.0,-42.3111,174.5526,5876394.0,2638016.0,1727974.0,5314708.0
6.74,1.72,3.92,2.99,6.0,6.0,170.0,-40.0,23.0,-42.458,174.7983,5859682.0,2657934.0,1747880.0,5297995.0
6.51,1.72,3.78,2.9,6.0,6.0,200.0,-40.0,23.0,-42.6268,175.0832,5840398.0,2680915.0,1770847.0,5278709.0
6.19,1.72,3.6,2.79,6.0,6.0,250.0,-40.0,23.0,-42.9066,175.5614,5808259.0,2719217.0,1809119.0,5246564.0
6.1,1.72,3.55,2.77,6.0,6.0,300.0,-40.0,23.0,-43.1842,176.0438,5776120.0,2757520.0,1847384.0,5214417.0
6.04,1.72,3.51,2.75,6.0,6.0,350.0,-40.0,23.0,-43.4597,176.5305,5743980.0,2795822.0,1885640.0,5182269.0
6.85,1.73,3.96,3.02,6.0,6.0,1200.0,-40.0,23.0,-47.7427,185.4792,5197610.0,3446960.0,2534805.0,4636548.0
7.2,1.73,4.16,3.13,6.0,6.0,-1200.0,-30.0,23.0,-34.257,163.2194,6732640.0,1602025.0,697887.0,6165964.0
7.2,1.73,4.16,3.13,6.0,6.0,-540.0,-30.0,23.0,-38.3427,168.4039,6308400.0,2107614.0,1198274.0,5746335.0
7.2,1.73,4.16,3.13,6.0,6.0,-400.0,-30.0,23.0,-39.1922,169.5865,6218410.0,2214860.0,1305204.0,5656541.0
7.2,1.73,4.16,3.13,6.0,6.0,-300.0,-30.0,23.0,-39.7927,170.4498,6154132.0,2291465.0,1381650.0,5592340.0
7.2,1.73,4.16,3.13,6.0,6.0,-200.0,-30.0,23.0,-40.3873,171.3289,6089853.0,2368069.0,1458167.0,5528109.0
7.2,1.74,4.14,3.13,6.0,6.0,-151.0,-30.0,23.0,-40.6764,171.7654,6058356.0,2405606.0,1495673.0,5496630.0
6.65,1.74,3.82,2.95,6.0,6.0,-136.0,-30.0,23.0,-40.7645,171.8998,6048714.0,2417096.0,1507156.0,5486992.0
6.62,1.74,3.8,2.94,6.0,6.0,-121.0,-30.0,23.0,-40.8526,172.0346,6039073.0,2428587.0,1518639.0,5477355.0
